-9	4702
56	1650
22	1474
25	885
162	735
111	612
109	536
81	380
40	319
32	259
184	243
72	238
187	223
90	212
183	190
70	185
97	163
36	157
1	57
20	55
41	54
92	41
166	33
29	32
124	27
60	25
180	25
19	24
57	22
133	22
189	20
88	16
76	15
95	14
127	14
80	13
26	12
37	11
3	11
116	11
34	10
71	9
28	9
87	8
96	7
61	7
123	7
188	6
83	5
27	5
151	5
120	5
8	4
77	4
50	4
46	4
136	4
7	3
51	3
38	3
21	3
155	3
140	3
117	3
86	2
73	2
67	2
59	2
44	2
42	2
23	2
181	2
178	2
171	2
168	2
160	2
16	2
135	2
121	2
108	2
title_or_degree	1
94	1
89	1
64	1
58	1
48	1
176	1
164	1
159	1
158	1
157	1
15	1
142	1
141	1
129	1
118	1
103	1
102	1
