145411	9778
-9	5690
83367	672
156811	520
158165	514
159367	347
158894	269
62467	262
156701	214
156321	213
68097	179
399104	169
68406	160
20716	151
134878	145
75437	125
12290	114
74931	106
155123	100
156286	88
32851	83
146226	83
145164	83
39664	82
147762	81
5971	80
33	80
58262	79
62503	76
60904	70
35449	69
152563	65
83331	64
81281	63
158925	63
152725	60
16781	59
10592	58
50159	57
141133	56
48991	55
144601	53
157164	52
79318	50
30781	50
69812	49
34496	49
455270	48
2013	48
313852	47
46369	46
3497	46
6878	45
1529	45
44359	44
147347	43
8224	42
37612	42
77949	41
22034	41
146620	41
145557	41
246833	40
226765	40
58511	38
159348	38
73743	37
144910	37
29254	36
84050	35
39461	35
145360	35
70753	34
67486	33
35490	33
33658	33
138628	33
88193	32
47852	32
74505	31
56727	30
1609	30
5266	28
37649	28
156189	27
73733	26
34803	26
24663	26
15438	26
137250	25
49498	24
20124	24
17313	24
156940	24
12850	24
59752	23
46440	23
156934	23
156699	23
145601	23
142487	23
135502	23
74701	22
27369	22
152859	22
144841	22
63360	21
50017	21
1621954	21
154403	21
13379	21
84348	20
62986	20
44357	20
17126	20
55889	19
27570	19
20358	19
158773	19
1294365	19
67267	18
44119	18
36611	18
26087	18
155696	18
145775	18
141346	18
76347	17
73835	17
60575	17
56687	17
53744	17
46627	17
43752	17
161089	17
157158	17
145318	17
68687	16
27771	16
24707	16
1928	16
18454	16
159225	16
159169	16
156983	16
152531	16
146987	16
121240	16
10127	16
83008	15
71660	15
69068	15
60577	15
60114	15
54238	15
49047	15
3642	15
31020	15
30011	15
27113	15
163756	15
161928	15
147307	15
146313	15
8510	14
76701	14
76045	14
69984	14
69961	14
68363	14
6385	14
62395	14
5130	14
37769	14
32382	14
3100	14
22022	14
20637	14
19802	14
156250	14
154575	14
146814	14
143826	14
141481	14
999486	13
8538	13
836581	13
82005	13
81654	13
78400	13
78014	13
74635	13
73742	13
65605	13
65481	13
64670	13
61880	13
61370	13
38914	13
31906	13
309804	13
207083	13
19397	13
157336	13
156415	13
154789	13
154566	13
146890	13
137906	13
114684	13
87156	12
76047	12
75539	12
74637	12
74509	12
60845	12
4700	12
46317	12
41901	12
38213	12
36831	12
36329	12
19711	12
18830	12
155289	12
153104	12
137588	12
83690	11
81468	11
73746	11
66180	11
61486	11
57868	11
54359	11
50500	11
43814	11
43658	11
36608	11
31634	11
28614	11
27463	11
272339	11
16720	11
159683	11
159105	11
156884	11
155895	11
155068	11
154577	11
154554	11
154191	11
153055	11
147806	11
147798	11
146315	11
145804	11
144526	11
143480	11
140817	11
140456	11
139109	11
138662	11
137902	11
98973	10
89152	10
82694	10
78985	10
78721	10
74922	10
71110	10
70741	10
70338	10
61073	10
56504	10
54173	10
52994	10
4443	10
41253	10
35388	10
33030	10
32257	10
26327	10
23527	10
2169	10
18390	10
158428	10
153795	10
145851	10
145814	10
145771	10
1323669	10
11609	10
108477	10
99316	9
9195	9
8952	9
8844	9
82651	9
82019	9
81917	9
81849	9
80730	9
79940	9
78015	9
7777	9
76514	9
74622	9
72974	9
71919	9
71476	9
70483	9
69976	9
59066	9
53968	9
51904	9
49325	9
47242	9
46832	9
45125	9
44299	9
35201	9
35049	9
29761	9
29456	9
25999	9
25200	9
2378550	9
23441	9
21856	9
207621	9
160703	9
157700	9
156153	9
155002	9
154941	9
153974	9
147452	9
146674	9
145977	9
145556	9
14046	9
138006	9
137956	9
136063	9
8622	8
83051	8
82838	8
79159	8
78982	8
78013	8
7780	8
7779	8
74028	8
73525	8
7352	8
63240	8
61429	8
58158	8
5605	8
5280	8
50885	8
48273	8
47510	8
46901	8
45687	8
45104	8
44205	8
41664	8
41093	8
40697	8
3765	8
33948	8
28379	8
2806174	8
25770	8
238901	8
218533	8
175710	8
164666	8
160399	8
159469	8
159073	8
158948	8
158168	8
157684	8
157063	8
156081	8
155259	8
155011	8
154601	8
15445	8
153343	8
147461	8
145559	8
145549	8
145172	8
144932	8
144852	8
138969	8
134900	8
126516	8
11821	8
98839	7
98094	7
9122	7
86493	7
82861	7
82153	7
81086	7
80742	7
80700	7
78949	7
77389	7
74502	7
74499	7
7331	7
70625	7
6974	7
68115	7
66154	7
63054	7
57977	7
5794	7
52742	7
50943	7
43124	7
420563	7
38201	7
3534	7
31760	7
27148	7
26576	7
2587710	7
2479525	7
24717	7
24672	7
230589	7
21359	7
204917	7
20365	7
1658824	7
163268	7
159761	7
159721	7
156278	7
154114	7
152838	7
152660	7
147790	7
146210	7
146160	7
146138	7
145614	7
145561	7
143946	7
143028	7
140124	7
139188	7
136687	7
135773	7
99665	6
98438	6
88537	6
87204	6
857291	6
83835	6
83732	6
83697	6
83062	6
83053	6
83026	6
82355	6
81005	6
806838	6
80348	6
79641	6
77838	6
77525	6
77516	6
76052	6
75542	6
75320	6
73944	6
73845	6
72210	6
71659	6
71262	6
70722	6
